もめんの日本全国 食べ歩きの旅　函館編私は旅先では極力地元の食材を食べさせるお店を選ぶようにしている特に地方のお寿司屋さんだと、地物の魚が美味しいですからねぇさて・・・函館の最初の夜は「鮨かわむら」さんで地物の魚や烏賊をたっぷり食べて呑んだ・・・2日目の夜は系統を変えて、西洋料理を食べることにしたもちろん、地物の食材を使うお店が良いそして探して見つけたのが、西洋料理といってもイタリアンやフレンチではなく「スペイン料理」のお店スペインのバスク地方にある、スペイン随一の食の町と呼ばれる「San Sebastian （サンセバスチャン）」の有名スペイン料理店で修業した「深谷 宏治」氏がオーナーシェフを務めるお店「レストラン バスク」地元の食材にこだわったスペイン料理を提供するというしかし、まさかのオーナーシェフが3週間のバカンスに出かけて長期休業（＾＾；なんともまぁ、凄いタイミングで函館入りしてしまったものだただ、「レストラン バスク」さんの姉妹店であるこちらの「ラ コンチャ」さんは営業しているとのことなので今回は「ラ コンチャ」さんで、函館の最後の夜を過ごすことにした●大正10年に建てられた建物がカッコいい　お店の建物はオーナーシェフの「深谷宏治」氏の実家である　「深谷米穀店」というお米屋さんを改築したものだそう　大正10年に建てられたもので、函館の伝統的建造物に　指定されているらしく、外観も内装も和と洋を　組み合わせたような、何とも言えない良い雰囲気　店内の客席はテーブル席と立ち飲みのBARカウンター席　さらに店の奥には、個室のテーブル席もある　ちなみに、立ち飲みのBARカウンター席だけが喫煙可能みたい　今回は予約せずに、お店に飛び込みで行ったので　立ち飲みのBARカウンター席しか空いてなかった（＾＾；　人気店みたいなので、テーブル席で座りたい方は　予約した方が良いみたいですねぇ●一品料理は手軽なピンチョスでもオーダーできる　地元の食材にこだわっているお店だけあって　メニューには食材の産地も書かれていますね　また、一品料理の大半はピンチョス（小皿）　の設定もあるみたい　　※一部ダメなものもありますが　ちょこっとだけ色々食べたいという人には　とっても便利な感じですね　■本日のメニュー■　　・近海産サバの酢漬け　1100円　　・函館男爵黒豚のリエット　1250円　　・近海産赤皿貝のクリームコロッケ　950円　　・函館近郊ナスと豚肉のトルテリア　650円　　・噴火湾産黒ソイのカルパッチョ　1250円　■本日の野菜料理■　　・駒ヶ岳産みやこかぼちゃのクリームスープ　550円　　・函館近郊天然キノコのスープ　650円　　・はこだて晩秋のサラダ 季節の自家菜園野菜 魚介入り　1200円　　・福田農園王様しいたけと生ハムのソテー　1050円　　・福田農園王様しいたけのアヒージョ　1150円　　・ヒヨコ豆と自家製生ハムの煮物　■本日の魚介料理■　　・木古内産ワタリガニのバスク式グラタン　2000円　　・サロマ湖産カキのグラタン　1600円　　・噴火湾産ホタテの白ワイン蒸し　1000円　　・噴火湾産黒ソイのグリエ レモンバターソース　1450円　　・近海産 真フグの唐揚げ　1000円　　・釧路産サンマのグラタン トマトソース仕立て　1200円　　・津軽海峡産 真イカのフリット　1000円　　・津軽海峡産 真イカのアヒージョ　1100円　　・エビのアヒージョ　1800円　　・尻岸内産タラのアゴとカマのニンニクパセリソース　1550円　　・津軽海峡産 豆イカの鉄板焼き　850円　■本日の肉料理■　　・ポークシチュー 七飯風 函館男爵黒豚使用　1500円　　・手羽先のグリエ ニンニク酢油ソース　1300円　　・ペッパーハンバーグ 肉汁と粒コショウのソース　1300円　　・若鶏のクリーム煮　1250円　　・函館男爵黒豚のリヨン コンフィ　1600円　　・牛フィレ肉のステーキ 100g～　2000円　　・牛の胃のトマトソース煮込み　1650円　　・仔羊のシチュー チリンドリン　1700円　　・アルモンドゥガー 豚のゼラチン質を使ったスペイン式肉団子　1150円　■本日の冷製ピンチョス（ALL 280円）■　　・道産白豚の自家製生ハム 11ヶ月熟成　　・近海産サバの酢漬け　　・函館男爵黒豚のリエット　　・自家製ピクルスとスペイン産オリーブ　　・近海産イカのクネル トマトマリネ　　・自家製アンチョビの塩油漬け　　・噴火湾産黒ソイのカルパッチョ　　・自家菜園ビーツのブランマンジェ　■本日の温製ピンチョス（ALL 280円）■　　・苫小牧産 白貝のオーブン焼き（1ケ）　　・噴火湾産 タラのタチのロマナ　　・ラ コンチャ風ロールキャベツ　　・木古内産 ひじきと生ハムの煮物　　・函館男爵黒豚の自家製ソーセージ　　・函館近郊ナスのフリット　　・自家製アンチョビとグリエールチーズのカナッペ　　・近海産 真イカのフリット　　・函館近郊ナスと豚肉のトルテリア　　・近海産 赤皿貝のクリームコロッケ（1ケ）　■本日のチーズ■　　・黒松内 アンジェ ド フロマージュのパルミジャーノレッジャーノ　350円　■シェフおまかせ■　　・ピンチョス3品　690円　　・ピンチョス9品　1980円　■野菜、卵料理■　　・じゃがいも入スペイン式卵焼　550円　　・スペイン式季節の野菜の煮もの　1050円　■魚介料理■　　・鱈のニンニクパセリソース　1450円　　・魚介類のトマトソース煮　1450円　　・海老の白ワイン蒸し 海老のソース　1650円　■肉料理■　　・若鶏のバスク風　1200円　　・ハンバーグ バスク風　1200円　　・仔羊のグリル　1900円　　・ビーフシチュー　1650円　■米料理（2人前以上）■　　・パエジャ（スペイン式五目ごはん）　1名様につき1300円　　・パスタのパエジャ　1名様につき1300円　　・アサリ入炊き込みごはん　1名様について1600円　■オードブル■　　・自家製スペインソーセージ シトラ　850円　　・自家製アンチョビの塩油漬け　1100円　　・自家製生ハム 白豚　1300円～　■スープ■　　・スペイン式ニンニクのスープ　500円　　・スペイン魚介類のスープ　650円　　・スペインで夏に飲む冷たいヤサイスープ（夏季のみ）　550円　■サラダ、その他■　　・自家製アンチョビのサラダ　950円　　・コカ マジョルカ島のピザ　1050円　　・スペインチーズ盛合せ　1100円～2100円　　・自家製パン　230円●食べた料理について　函館山で冷え切った体、ホットワインでも飲もうかと思ったら　残念なんがらホットワインは置いてないそうな・・・　　※函館山の観光については日記をご覧ください　残念・・・んじゃあビールか・・・いや・・・　今回は気分を変えてオススメの泡をグラスで飲むことにした　泡のグラスでカンパーーーーーーイ！！　ふぃ・・・とりあえず、温かいお店でホッと一息・・・　んじゃま、落ち着いたところで、食べたい料理を適当に　オーダーしましょうかねぇ　ということで、今回食べた料理たちは・・・こんな感じ♪　■道産白豚の自家製生ハム■　　1984年から作り続けているというお店の看板メニュー　　「1皿」と「ピンチョス（少量）」があったが　　お店の看板ですからねぇ　　もちろん「1皿」でオーダー♪　　オーダーが入ってからカットして提供されます　　これがねぇ・・・凄いんだぁ　　口に入れると生ハム特有の熟成の香りがふんわり　　そして噛むほどに豚赤身の旨味がジンワリ・・・　　脂も程よく、脂がネットリマッタリ・・・　　また、塩分の濃度が良い！！　　塩っぱ過ぎず、絶妙な塩分濃度ですわぁ　　むむむむぅ・・・さすがお店の看板メニュー　　久しぶりに美味しい生ハムを食べたって感じ　　これだけで、何ぼでもワインが呑めそうです（ｗ　■噴火湾産ホタテの白ワイン蒸し■　　2品目は道南の噴火湾で獲れたホタテの白ワイン蒸し　　ホタテは小ぶりながら、旨味は十分　　また、バターとガーリックが入ったソースに　　ホタテのスープが加わって、これがめっちゃ美味しい！　　もちろんホタテの貝殻に残ったソース＆スープも　　全部綺麗に飲み（舐める？）ました（ｗｗ　■サロマ湖産カキのグラタン■　　函館山で体が冷えたから、熱々の料理が食べたい！　　ということで、オーダーしたのは　　大好きなサロマの牡蠣使ったグラタン♪　　サロマの牡蠣は、最近人気の厚岸や仙鳳趾の　　牡蠣と違って粒は小さいんですけど　　旨味が濃いから好きなんだぁ　　ちなみにグラタンが来るのと入れ違いで　　チームもめんのメンバーがトイレに席を立った　　あららぁ・・・そして、トイレから返ってきたら　　店長の高村さんが　　「冷めたから少し炙りましょう」と　　バーナーを使って目の前で、カキのグラタンを　　温め直してくれた　　おおおっ・・・ちょっとしたことなんですけど　　こういうサービスは嬉しいですよねぇ　　では食べてみましょう　　トマトベースのソースがたっぷりで　　グラタンっていうよりスープに近い感じですね　　サロマの牡蠣は小粒だけどプリップリですわぁ　　もちろん変な臭みなんかもまったくなく　　たっぷりチーズを使っているから濃厚さとコクも　　しっかり・・・うん・・・美味しい美味しい・・・　　これはめっちゃ体が温まりますわぁ　■バスク地方の地酒「チャコリ」■　　グラスの泡がなくなった　　続いてワインを飲みたいけど　　私はワインがぜんぜんわからない（＾＾；　　なので、店長の高村さんにオススメを聞いてみた　　すると、バスク地方の地酒「チャコリ」というのが　　置いている店が少なくて珍しいこと　　また、ホタテや牡蠣などの魚介に合うということで　　オススメして頂いた　　もちろん、知識ゼロの私は素直にオススメに従う（ｗ　　そして・・・驚いたのはグラスへの注ぎ方・・・　　写真を見て頂けると分かりますが　　ボトルを高く持ち上げ、高い位置から一気にグラスに注ぐ　　ほへぇ・・・面白れぇ！！　　ちなみに、これはチャコリの伝統的な注ぎ方なんだそう　　高い位置から注いだので表面に泡が立っているのが面白い　　飲むと、なかなか飲みやすい微発泡の白ワインですね　　甘味と微かな酸味があって、確かに魚介系に合う味でした　　うん・・・美味しい美味しい・・・　　　■パルミジャーノレッジャーノ■　　元々そんなにお腹は空いていなかったので　　ホタテと牡蠣を食べたらお腹は一杯（＾＾；　　でも、もう少し呑みたい・・・ということで　　オーダーしたのは、ピンチョスの　　パルミジャーノチーズを食べる♪　　チーズの製造は、もちろん北海道の黒松内町の　　チーズ工房アンジェ ド フロマージュさんで　　作られたものだそう　　食材を本当に道産に拘っていますねぇ　　さて・・・350円という値段だから　　量がチョビッとだけかと思ったら　　結構しっかり量があるのに驚いた　　しっかりと熟成されたパルミジャーノは　　硬質で噛むとボロボロッと崩れる感じだけど　　噛むと軽い塩分と独特の苦みと甘み　　そして熟成された独特の風味がしっかり　　うむむむむぅ・・・このパルミジャーノ・・・好き　　これもワインがどこまでも呑めちゃいそうな　　味がしてますわぁ　■ピンチョス（津軽海峡産 真イカのフリット）■　　調子に乗ってピンチョスをもう一丁！！　　揚げ物で津軽海峡産の真イカのフリット　　280円だけど、4切れも入っていた　　うん・・・十分の量ですねぇ　　揚げたてのフリットは熱々ですねぇ　　火が入った真イカはめっちゃ柔らかく　　旨味も十分！！　　ただ・・・ちょっと油がくたびれたかな　　ほんの微かなんですが油臭さが鼻に感じたのは　　残念・・・おしい！！●最後に　店長の高村さんを中心に、店員さんたちは　みなさんとーーーーーっても親切　飲食店は味も大事ですけど　やっぱりサービスも重要ですよねぇ　とっても気持ちよく過ごすことができました　さて・・・最後にお会計ですが・・・　チームもめんのメンバーと2人で食べて呑んで　お会計は2人で8000円台後半・・・　うん・・・安い安い・・・　味も美味しいし、サービスも良い　そして何より函館近郊の食材にこだわっている　というのが旅人には、とっても魅力的なんです　うん・・・なかなか良いお店だと思う　はぁ・・・お酒も程よく入って良い気分♪　こうして函館の最後の夜が更けていくのであった　ごちそうさまでした,410
北海道の食材や、渡島地方の豊富な魚介類を使ってバスクを中心としたスペイン料理を発信し続けています,410
（ですが少量です）道産ものを多く使っており、地産地消を味わえることができます,410
日本でも有名なバスク料理のシェフ深谷さんの、本店「ｂスク」には申し訳ないのですが、行ったことなくて、函館に行くと常にラコンシャに寄せてもらい、地産地消の魚・野菜・肉等々、ピンチョスタイルでたらふく頂くのですが、スペインワインも多種揃っていて、料理に合わせて、選んでもらえるし、安心して（雰囲気・料理・懐具合）ゆったりと時間を過ごすので気がつけば2時間以上も飲み・食べしています,410
料理は毎日黒板に、地産地消の品を使ったアラカルトが書かれているので、そこから選ぶのがお勧めで、ピンチョは一品が料少ないのでいろいろ食べられます,410
また、函館での食べたいものが増えてしまいました,1090
毛ガニ（店内の張り紙にたったの2000円と書かれています）・・身も詰まっていて美味しい！マグロ・・大間のとなりのマグロと書いてあった,857
烏賊の松前漬といくらよりも小さめの卵・・どちらもお酒のつまみにはいいですね,857
北海道の美味しい食材とかまぼこ、合わないわけがない！！,732
特に函館の食材を使っているという感じではなさそうです,209
北海道のサケは脂が乗ってますね,689
・生ビール　・ブリのアラの先付け　いくら醤油漬け・ホヤ酢・どでかい貝汁・毛蟹の焼き・毛蟹の造り・握り鮨（あいなめ、大トロ、イカ、牡丹海老の頭／利尻のウニ、北寄貝、牡丹海老）そもそも魚介の美味しいところなので、料理という料理ではないかもしれませんが、魚介を堪能することができました,689
約５か月ぶりの函館(´∀｀*)ｳﾌﾌ雪がゴイスー街を徘徊するのは止めて、ホテル周辺で腹ごしらえ?と、中休みなしのこちらに突撃εε＝(((((ﾉ･ω･)ﾉ表の看板のチ●ンポ●麺に惹かれました～ランチを大幅に過ぎていたけど、先客数組,443
ほほ～、鯛に、活ツブに、大間の本マグロ,695
ここが食事処なのを知ったのは１０年ぶりの函館勤務となった今回でした,1117
